attached_links_url,attached_medias_url,attached_videos,author_id,author_username,community_notes,conversation_id,created_time,favorite_count,geo_lat,geo_lon,id,in_reply_to_post_id,in_reply_to_profile_id,in_reply_to_profile_username,place_country_code,place_country_name,place_full_name,place_type,post_type,quote_count,quoted_status_id,quoted_status_profile_username,reply_count,retweet_count,source,text,text_lang,text_tagged_users,text_tags,timestamp,view_count,term,sentiment,tone
,https://video.twimg.com/ext_tw_video/1715671983239856128/pu/vid/avc1/720x1280/czHWsNXEpyg02amM.mp4?tag=12,https://video.twimg.com/ext_tw_video/1715671983239856128/pu/vid/avc1/720x1280/czHWsNXEpyg02amM.mp4?tag=12,1590627192769490945,RengaTech,,1715672073383858449,2023-10-21T10:11:12,4,,,1715672073383858449,,,,,,,,post,0,,,4,1,,"Learn any of these 6 Highly Profitable Skills
1. Social Media Marketing
2. Website Development
3. Search Engine Optimization (SEO)
4. Virtual Assistance
5. Creative Writing
6. Graphic Design https://t.co/0xfX0PpIo9",en,,,1697883072,279.0,social media design,unknown,unknown
https://youtube.com/shorts/hOpJzfPF6UU,https://video.twimg.com/ext_tw_video/1715895888546082816/pu/vid/avc1/720x1280/dWE8ovuQKAm9Mqf3.mp4?tag=12,https://video.twimg.com/ext_tw_video/1715895888546082816/pu/vid/avc1/720x1280/dWE8ovuQKAm9Mqf3.mp4?tag=12,1521543286657232899,ItsSunnyInVan,,1715895950584012937,2023-10-22T01:00:49,2,,,1715895950584012937,,,,,,,,post,0,,,0,0,,"Looking to sell your home? Design matters! ✨

https://t.co/hlTMNgiDkj

#help #education

#vancouver #surrey #burnaby #sunnyinvan #realtor #realestate

#mortgage #marketing #mortgagebroker #socialmedia #house https://t.co/elKOjrRIeB",en,,burnaby--|--education--|--help--|--house--|--marketing--|--mortgage--|--mortgagebroker--|--realestate--|--realtor--|--socialmedia--|--sunnyinvan--|--surrey--|--vancouver,1697936449,66.0,social media design,unknown,unknown
https://www.fiverr.com/s/gaaaj9,https://pbs.twimg.com/media/F88Aq0xW4AAlHB7.jpg,,67799625,I_AMJENJEN,,1715941053071556673,2023-10-22T04:00:02,1,,,1715941053071556673,,,,,,,,post,0,,,0,0,,Check out my Gig on Fiverr: design custom social media icons https://t.co/3yc41Q3bDg #socialmedia #icons #FiverrGig #Fiverr https://t.co/gZl8HhY4La,en,,fiverr--|--fiverrgig--|--icons--|--socialmedia,1697947202,26.0,social media design,unknown,unknown
,https://pbs.twimg.com/media/F9GZcq6aIAA5Bh-.jpg,,1680602877822386177,ShelinaBeg43442,,1716321812248948800,2023-10-23T05:13:02,4,,,1716321812248948800,,,,,,,,post,0,,,0,0,,"Today Eye-catchy Graphics Design is important for Digital Marketing on different Social Media Platforms.
Please visit my profile.
Thank you. https://t.co/JHS0woChr9",en,,,1698037982,12.0,social media design,unknown,unknown
,,,1455385761788874752,NFTFlow_,,1716409571307094473,2023-10-23T11:01:45,36,,,1716409571307094473,,,,,,,,post,0,,,14,5,,"If you want to monetize yourself in Web3, master 1️⃣ of these skills:

- Copywriting
- Animation/Illustration
- Branding (Personal/Corporate)
- Social Media Management
- Video Editing
- Graphic Design
- Marketing
- Communications
- Content Creation
- Data Analysis
- UX/UI Design",en,,,1698058905,947.0,social media design,unknown,unknown
,https://video.twimg.com/ext_tw_video/1716413293651542016/pu/vid/avc1/720x900/KgZSj3IR_NFnMtob.mp4?tag=12,https://video.twimg.com/ext_tw_video/1716413293651542016/pu/vid/avc1/720x900/KgZSj3IR_NFnMtob.mp4?tag=12,1445364419261784073,QastcoL,,1716413984461721793,2023-10-23T11:19:17,4,,,1716413984461721793,,,,,,,,post,0,,,2,0,,"The Festive Season Greatest Offer for #Startups & Small Businesses, Save £1500 Every Month.  We Research the Industry & Analyze the Market, Plan & Design the Strategy  QASTCO Digital Marketing Experts for Content Creation, #Social Media Management,  Ads/PPC, #Website development. https://t.co/toAnlbEEwx",en,,social--|--startups--|--website,1698059957,236.0,social media design,unknown,unknown
,https://video.twimg.com/ext_tw_video/1716446110804484096/pu/vid/avc1/720x1280/uXJ_P1qbZHO9nPsN.mp4?tag=12,https://video.twimg.com/ext_tw_video/1716446110804484096/pu/vid/avc1/720x1280/uXJ_P1qbZHO9nPsN.mp4?tag=12,1686340383075450880,OneDigitalM,,1716446221110505738,2023-10-23T13:27:23,0,,,1716446221110505738,,,,,,,,post,0,,,0,0,,"Elevate your brand's online presence with One Digital Marketing. Discover website design, SEO, and social media management.  Join us for a quick digital journey!

#DigitalMarketingInsights #MarketingExperts #FutureOfMarketing #Advertising #Marketing https://t.co/U6OYKzvCki",en,,advertising--|--digitalmarketinginsights--|--futureofmarketing--|--marketing--|--marketingexperts,1698067643,12.0,social media design,unknown,unknown
,https://pbs.twimg.com/media/F9Ifi_OakAASFQQ.jpg,,1685647430719840256,TamannaNur59506,,1716469096391590280,2023-10-23T14:58:17,0,,,1716469096391590280,,,,,,,,post,0,,,0,0,,I will Create Social Media Post Design https://t.co/SfY9KHWjbh,en,,,1698073097,7.0,social media design,unknown,unknown
,https://video.twimg.com/ext_tw_video/1716495604246102016/pu/vid/avc1/858x720/nSYGCngAYiz-D0Vb.mp4?tag=12,https://video.twimg.com/ext_tw_video/1716495604246102016/pu/vid/avc1/858x720/nSYGCngAYiz-D0Vb.mp4?tag=12,1696807814583476224,aamamungbd,,1716495639507521968,2023-10-23T16:43:46,1,,,1716495639507521968,,,,,,,,post,0,,,0,0,,"My work
A video design by Canva

#DigitalMarketing #socialmedia #canva https://t.co/SrFjXiuwLv",en,,canva--|--digitalmarketing--|--socialmedia,1698079426,18.0,social media design,unknown,unknown
,https://video.twimg.com/ext_tw_video/1715374143661813760/pu/vid/avc1/720x1280/eCU13-F5ZfvaZOht.mp4?tag=12,https://video.twimg.com/ext_tw_video/1715374143661813760/pu/vid/avc1/720x1280/eCU13-F5ZfvaZOht.mp4?tag=12,861442906334175232,DriveTrffcMedia,,1716499729218175222,2023-10-23T17:00:01,5,,,1716499729218175222,,,,,,,,post,0,,,1,0,,"Ready to make your business shine in the digital world? 📱✨ 

Drive Traffic Media has you covered! Our expert team specializes in SEO, Social Media Marketing, Website Design, Branding, Content Creation, Google Ads, Facebook Ads, and Retargeting. 💻🌐

#digitalmarketinglosangeles https://t.co/1qVcyaAM83",en,,digitalmarketinglosangeles,1698080401,191.0,social media design,unknown,unknown
