attached_links_url,attached_medias_url,attached_videos,author_id,author_username,community_notes,conversation_id,created_time,favorite_count,geo_lat,geo_lon,id,in_reply_to_post_id,in_reply_to_profile_id,in_reply_to_profile_username,place_country_code,place_country_name,place_full_name,place_type,post_type,quote_count,quoted_status_id,quoted_status_profile_username,reply_count,retweet_count,source,text,text_lang,text_tagged_users,text_tags,timestamp,view_count,term,sentiment,tone
,,,1484076421266001922,aaliya_va,,1716378025863041382,2023-10-23T08:56:24,38,,,1716378025863041382,,,,,,,,post,0,,,8,10,,"10 skills every social media manager must have:

1. Communication
2. Writing
3. Creativity
4. Efficiency and project management
5. Marketing strategy
6. Customer care
7. Audience research and making connections
8. Agility
9. Data analysis
10. Budget Management

Build your social…",en,,,1698051384,1720,social media analysis,unknown,unknown
,https://pbs.twimg.com/media/F9HdzaDaEAAQrNd.jpg,,1622500966342987777,townblack71,,1716396815669661747,2023-10-23T10:11:04,1,,,1716396815669661747,,,,,,,,post,0,,,0,0,,"This Gonna Be Viral Now Social Media But The Real Thing #Variety Published The News Via #ComScore Estimation 

ComScore Proper Analysis International Box Office Only, Not Indian Box Office, The Reports Mostly Taken By Indian Traking pages That's It DON'T COMPARE

#LEO #LeoScam https://t.co/1bfSGX0J4T",en,,comscore--|--leo--|--leoscam--|--variety,1698055864,241,social media analysis,unknown,unknown
,,,1455385761788874752,NFTFlow_,,1716409571307094473,2023-10-23T11:01:45,36,,,1716409571307094473,,,,,,,,post,0,,,14,5,,"If you want to monetize yourself in Web3, master 1️⃣ of these skills:

- Copywriting
- Animation/Illustration
- Branding (Personal/Corporate)
- Social Media Management
- Video Editing
- Graphic Design
- Marketing
- Communications
- Content Creation
- Data Analysis
- UX/UI Design",en,,,1698058905,946,social media analysis,unknown,unknown
https://data4food2030.eu/working-on-the-normative-dimension-of-the-data-economy-for-food-systems/,https://pbs.twimg.com/media/F9H_HZDXsAEmMAh.jpg,,1573609883890483206,Data4Food2030,,1716433557118157252,2023-10-23T12:37:04,11,,,1716433557118157252,,,,,,,,post,0,,,0,3,,"💡Why is an Ethical, Social and Legal analysis essential in the concept of data economy in food systems? 
🖇️Find all the answers in our recent blog post: https://t.co/5DXoWOIjck !

🔸Don't forget to follow our social media for the upcoming updates! https://t.co/lL8Jp9DwLV",en,,,1698064624,113,social media analysis,unknown,unknown
,https://video.twimg.com/amplify_video/1716443105900351488/vid/avc1/900x720/lU0D-PO2-Iyc1C2T.mp4?tag=14,https://video.twimg.com/amplify_video/1716443105900351488/vid/avc1/900x720/lU0D-PO2-Iyc1C2T.mp4?tag=14,92524653,kiersmarketing,,1716443361450873213,2023-10-23T13:16:02,3,,,1716443361450873213,,,,,,,,post,1,,,0,1,,"💥 #MarketingMythMonday: Hold onto your hats! Think anyone can be a social media marketer? Think again! 🤔📱 It takes strategy, creativity, data analysis, and adaptability. It's more than posts; it's a craft. Elevate your marketing game with the pros and reach out today! https://t.co/7P1pA56eqb",en,,marketingmythmonday,1698066962,137,social media analysis,unknown,unknown
https://blockworks.co/news/socialfi-web3-social-media/,,,989912836901089282,Blockworks_,,1716450648399479129,2023-10-23T13:44:59,23,,,1716450648399479129,,,,,,,,post,2,,,6,6,,"ANALYSIS: What is SocialFi? The definitive deep dive on crypto’s version of social media

https://t.co/ZxuKcXFkDb",en,,,1698068699,9134,social media analysis,unknown,unknown
https://imsources.com/is-seo-worth-the-investment-a-cost-benefit-analysis/,https://pbs.twimg.com/media/F9JLaCNasAAUKZe.jpg,,1638033043087667201,MoneyMakersZone,,1716517351305466233,2023-10-23T18:10:02,0,,,1716517351305466233,,,,,,,,post,0,,,0,0,,"Is SEO Worth the Investment? A Cost-Benefit Analysis  👉🏽👉🏽 https://t.co/yuziNJgj5H
#SEO #money #socialmedia #makemoney #dropshipping #ebay #affiliates https://t.co/wDcv0NDQZK",en,,affiliates--|--dropshipping--|--ebay--|--makemoney--|--money--|--seo--|--socialmedia,1698084602,20,social media analysis,unknown,unknown
https://bit.ly/3SbHFBY,https://pbs.twimg.com/media/F9JaeoRWwAAwNxx.jpg,,1267524533965086721,HoneypotSocial,,1716533894764175598,2023-10-23T19:15:46,1,,,1716533894764175598,,,,,,,,post,0,,,0,0,,"Understanding your audience is the key to a winning #socialmediastrategy. With our Social Media Audience Analysis Template, you can uncover the demographics, behaviors, & preferences of your followers, empowering you to create content that resonates.  https://t.co/JzoBrwbymA https://t.co/De1wCeUilX",en,,socialmediastrategy,1698088546,7,social media analysis,unknown,unknown
https://www.eventbrite.com/e/marketing-with-nodexl-social-media-network-analysis-with-a-few-clicks-tickets-719199163057?aff=estw&utm_experiment=control,,,761985198967914496,NodeXLAcademy,,1716538071464763592,2023-10-23T19:32:22,5,,,1716538071464763592,,,,,,,,post,0,,,0,2,,"Marketing with NodeXL - social media network analysis with a few clicks

Date: Fri, Oct 27 • 14:00 BST

https://t.co/Mf7Z9ldkRe

#phdchat #academicchatter",en,,academicchatter--|--phdchat,1698089542,194,social media analysis,unknown,unknown
https://www.eventbrite.com/e/marketing-with-nodexl-social-media-network-analysis-with-a-few-clicks-tickets-719199163057?aff=ebdsshother&utm_experiment=control,,,761985198967914496,NodeXLAcademy,,1716538109419049463,2023-10-23T19:32:31,9,,,1716538109419049463,,,,,,,,post,0,,,0,4,,"This event will introduce the importance of social media in marketing & provide an overview of NodeXL Pro for the analysis of social media data.

Date: Fri, Oct 27 • 14:00 BST

https://t.co/cz3Sped23G

#marketing #nodexl #smallbiz",en,,marketing--|--nodexl--|--smallbiz,1698089551,276,social media analysis,unknown,unknown
https://wa.me/message/U2IGOIC7RK3JK1,https://pbs.twimg.com/media/F9LQCQcbMAApOCu.jpg,,2915452231,godigitell,,1716663159078232308,2023-10-24T03:49:25,0,,,1716663159078232308,,,,,,,,post,0,,,0,0,,"Digital Alchemy
Transforming Clicks into Gold with Our Marketing Magic!

73059 80089
https://t.co/0jMypaJret

#godigitell #google #digitalagency #creative #ideas #business #design #brand #platform #branding #analysis #market #marketing #audiences #digitalmarketing #socialmedia https://t.co/QajwhoFSCr",en,,analysis--|--audiences--|--brand--|--branding--|--business--|--creative--|--design--|--digitalagency--|--digitalmarketing--|--godigitell--|--google--|--ideas--|--market--|--marketing--|--platform--|--socialmedia,1698119365,57,social media analysis,unknown,unknown
,https://pbs.twimg.com/media/F9L7wjmWAAA44dI.jpg--|--https://pbs.twimg.com/media/F9L7xEGXkAABZRW.jpg,,1549364080578031617,dintentdata,,1716711240813388236,2023-10-24T07:00:29,98,,,1716711240813388236,,,,,,,,post,4,,,2,75,,"1249
ANALYSIS: Fake 

FACT: An old, edited video clip of Madhya Pradesh CM Shivraj Singh Chouhan encouraging the sale of liquor and raising doubts about the working of the Excise department is doing the rounds on social media. (1/3) https://t.co/oGvlwTb9dv",en,,,1698130829,4797,social media analysis,unknown,unknown
,,,1617219022554267649,CEWProjects,,1716721193125032104,2023-10-24T07:40:02,19,,,1716721196253979058,1716721193125032104,1617219022554267649,CEWProjects,,,,,reply,0,,,0,7,,"Survey was conducted by Good Data Corporation, a TV popularity analysis agency, targeting 20 dramas & 171 non-dramas from Oct 16 to 22, 2023, based on news articles, blog/community, by analyzing netizen reactions generated from videos and social media.",en,,,1698133202,700,social media analysis,unknown,unknown
,https://pbs.twimg.com/media/F9M5UYZXYAAcpYV.jpg--|--https://pbs.twimg.com/media/F9M5UYfWMAAEMD7.jpg,,1247103730123714561,COLLINSEOalex,,1716778913513308553,2023-10-24T11:29:23,2,,,1716778913513308553,,,,,,,,post,0,,,1,0,,"Create Buyer Persona With Chat Gpt & Keyword Analysis

🔍 I faced a unique client demand. They were a photo print social media app.#seo https://t.co/cLoF1FFE44",en,,seo,1698146963,48,social media analysis,unknown,unknown
,https://pbs.twimg.com/media/F9NjutWaMAAcssw.png,,1388222694731157504,emilios_eth,,1716832236358729743,2023-10-24T15:01:17,3,,,1716832236358729743,,,,,,,,post,1,,,0,0,,"IREF Journal insights after analyzing 5M+ tweets:

• Twitter/X vibes are dictating the NFT scene
• Big cryptocurrencies aren't really in sync with NFTs
• Traders & policymakers: social media's your crystal ball

☞ Is a real-time sentiment analysis tool a billion $ company? https://t.co/M2pEWaXZwl",en,,,1698159677,254,social media analysis,unknown,unknown
https://www.newarab.com/analysis/why-india-leading-pro-israel-disinformation-campaign,,,2380259108,The_NewArab,,1716862837425930324,2023-10-24T17:02:52,141,,,1716862837425930324,,,,,,,,post,1,,,21,103,,"Analysis: Amid Israel's war on Gaza, right-wing and Hindu nationalist accounts in India are amplifying anti-Palestinian and Islamophobic disinformation on social media 

Why India is leading the pro-Israel disinformation campaign online

✍️ @DanaHourany

https://t.co/aoDAkwBJNK",en,DanaHourany,,1698166972,18360,social media analysis,unknown,unknown
,https://pbs.twimg.com/media/F9PPD-MbgAEnMJV.jpg,,845142229274443776,isaguor,,1716943557561651490,2023-10-24T22:23:38,377,,,1716943557561651490,,,,,,,,post,3,,,14,39,,"And so people make fun (sometimes me included) of William’s blue uniform. 

In your face! 😂😂😂😂

“The score was based on analysis of more than five million social media posts and online searches.” https://t.co/TSgvcGjHGd",en,,,1698186218,17156,social media analysis,unknown,unknown
,,,2197226850,zebharadon,,1716979889528533398,2023-10-25T00:48:00,5,,,1716979889528533398,,,,,,,,post,0,,,1,0,,"Has anyone done network analysis of who blocked who on social media sites to see if there are clusters? (there's at least 2 - P01135809 lovers/haters).

And did the ability to block help create these cliques, or do they reflect divisions that were already fully present?",en,,,1698194880,265,social media analysis,unknown,unknown
,,,51482272,delainanicole,,1716986184251936850,2023-10-25T01:13:01,5,,,1716986184251936850,,,,,,,,post,0,,,1,1,,"A2: Obviously ChatGPT and related plugins. Have used it to do an analysis of a few years of social media data for trends, correlations, and anything else it can tell me. #k12prchat",en,,k12prchat,1698196381,302,social media analysis,unknown,unknown
,,,1440800345265819653,dezziidooo,,1717020186308477008,2023-10-25T03:28:07,0,,,1717020186308477008,,,,,,,,post,0,,,0,0,,Honestly all the analysis social media has come up with and is able to generate is so crazy 😂 like why? Now I wanna know who's searching me 😅 cause how are you gonna tell me 18.7 percent of my views on a video came from my profile being searched 🤣 damn it Tok,en,,,1698204487,111,social media analysis,unknown,unknown
,,,1478767600750546949,xorummi,,1717031103008014462,2023-10-25T04:11:30,3,,,1717031103008014462,,,,,,,,post,1,,,1,0,,social media puts people in the habit of sharing: an analysis. the way the online community and social media are designed deliberately pushes people into sharing every detail they possibly can (read: online diaries). in this essay i will,en,,,1698207090,266,social media analysis,unknown,unknown
,https://pbs.twimg.com/media/F9Qol-6b0AA6rre.jpg,,1338846770319642632,Wolfdefieth,,1717042001701634198,2023-10-25T04:54:48,42,,,1717042001701634198,,,,,,,,post,0,,,20,1,,"While some of us rely on technical analysis, others dismiss it as nonsense, and many don't comprehend it at all. 🤷🏽‍♂️

Nonetheless, we are heavily immersed in the realm of social media and often swayed by sentiment

It's imperative to factor in the weighted social risk associated… https://t.co/6U4VPyQH4c",en,,,1698209688,5385,social media analysis,unknown,unknown
,,,1544919640954085377,KCPayTreeIt,,1716952034535227514,2023-10-25T05:02:07,354,,,1717043842006839534,1716952034535227514,132496568,NewYorkStateAG,,,,,reply,1,,,10,67,,@NewYorkStateAG Angry Giant (AG) giving her public video update on her ongoing “trial” against Trump. Can you point me towards your other public trials where you provide play by play analysis on social media for a trial in progress where the person you’re attacking is on a gag order? 🤡,en,NewYorkStateAG,,1698210127,1994,social media analysis,unknown,unknown
,https://pbs.twimg.com/media/F9RbjxqbUAAdTLY.jpg--|--https://pbs.twimg.com/media/F9Rbm-ybwAAu2iC.jpg--|--https://pbs.twimg.com/media/F9Rbm_laoAAGU2c.jpg--|--https://pbs.twimg.com/media/F9RbnAKaAAAEysm.jpg,,1122873114088673280,DialoguePak,,1717104058799177982,2023-10-25T09:01:24,0,,,1717104058799177982,,,,,,,,post,0,,,0,0,,"Renowned YouTuber and TikToker Maaz Safder was slammed by Pakistani cricket fans after a video of him giving batting tips to Green Shirts' batters went viral on social media. 

In the cricket analysis show on Bol News, Maaz Safder and other TikTokers offer their insights on the… https://t.co/CN0vCY1uCT",en,,,1698224484,333,social media analysis,unknown,unknown
https://lavoraconnoi.unitn.it/assegni-di-ricerca/dipartimento-di-sociologia-e-ricerca-sociale-avviso-di-selezione-il-conferimento-di-n-1-assegno-34,,,884328535,acerbialberto,,1717116822590255165,2023-10-25T09:52:07,28,,,1717116822590255165,,,,,,,,post,0,,,1,27,,"Job advert is out! 2-year postdoc with me
@UniTrento on analysis of social media from a cultural evolution perspective. Deadline 15 November.
https://t.co/2CQZnjZUiO",en,UniTrento,,1698227527,3507,social media analysis,unknown,unknown
,https://pbs.twimg.com/media/F9Rv4v4XYAA0FMJ.jpg,,1162610781420163072,johnnny93496739,,1717120400889405644,2023-10-25T10:06:20,9,,,1717120400889405644,,,,,,,,post,0,,,11,1,,"Today's topic 🧠 CSA

Crypto sentiment analysis 
is the process of evaluating and measuring the emotional tone and public perception surrounding cryptocurrencies, blockchain projects, or the overall cryptocurrency market. This analysis typically involves monitoring social media… https://t.co/Af5FvsIMCg",en,,,1698228380,326,social media analysis,unknown,unknown
,https://video.twimg.com/ext_tw_video/1717155200996184064/pu/vid/avc1/1342x720/y_XQbFwKNrGsM6hg.mp4?tag=12,https://video.twimg.com/ext_tw_video/1717155200996184064/pu/vid/avc1/1342x720/y_XQbFwKNrGsM6hg.mp4?tag=12,2834248800,indiacharts,,1717155274845564959,2023-10-25T12:24:55,23,,,1717155274845564959,,,,,,,,post,0,,,3,7,,"How do you judge market breadth - at a broad makret level? A defined analysis & explanation by @shivamgaba22  using the Strike Platform. 

We invite you to share your analysis using Strike and we will re-tweet & share it on our social media handles. 

Sign-up for a FREE TRIAL on… https://t.co/zIZrqpFpkO",en,shivamgaba22,,1698236695,3832,social media analysis,unknown,unknown
https://bit.ly/3M59Bna,,,378616982,nismonline,,1717187759255798076,2023-10-25T14:34:00,6,,,1717187759255798076,,,,,,,,post,0,,,0,2,,"This Friday, October 27th, @nodexl will be presenting a half-day workshop that’s pre-approved for 4 #CEUs for current #SMS professionals. Check out the details and prepare to take your analysis skills to the next level. 🚀 

https://t.co/oMNZp2qbhr",en,nodexl,ceus--|--sms,1698244440,160,social media analysis,unknown,unknown
,https://video.twimg.com/ext_tw_video/1717195054497005568/pu/vid/avc1/1280x590/ZMrcP2cUkmzIjxAT.mp4?tag=12--|--https://video.twimg.com/ext_tw_video/1717195054518013952/pu/vid/avc1/1280x590/QfcbqBJiA4_f7T2I.mp4?tag=12--|--https://video.twimg.com/ext_tw_video/1717196649322401792/pu/vid/avc1/1280x590/In2abN99MXVNC3DP.mp4?tag=12,https://video.twimg.com/ext_tw_video/1717195054497005568/pu/vid/avc1/1280x590/ZMrcP2cUkmzIjxAT.mp4?tag=12,1697686255289434113,QaideeNumber804,,1717190591723827371,2023-10-25T15:09:52,10,,,1717196784726843614,1717190591723827371,272142530,vanillasky458,,,,,reply,2,,,2,7,,"@vanillasky458 Here’s the whole segment. Genuinely shocked at this analysis given what’s happened in last 16 months!

PDM social media activists were involved in getting Khadija Shah arrested! Arshad Sharif was murdered! Imran Riaz was missing for months! Yet @Mehmal is crying about this?! https://t.co/DWzqCeskak",en,Mehmal--|--vanillasky458,,1698246592,1190,social media analysis,unknown,unknown
,https://pbs.twimg.com/media/F9S7eZcacAAE-kA.jpg--|--https://pbs.twimg.com/media/F9S7f_VaQAAoH_Y.jpg--|--https://pbs.twimg.com/media/F9S7ffLasAAcGjE.jpg--|--https://pbs.twimg.com/media/F9S7gq9bQAAxL0C.jpg,,1711434383633285120,MensFitHub,,1717205078157992060,2023-10-25T15:42:49,0,,,1717205078157992060,,,,,,,,post,0,,,0,0,,"Dont get stuck on analysis paralysis🤔🤔.... there's tons of great content out there and plenty of social media doctors that have interesting thoughts on their take of what supplements are the best and the perfect exercise plan, etc.🤓

At the end of the day, for the millions who… https://t.co/YfGNxoKQfM",en,,,1698248569,127,social media analysis,unknown,unknown
,,,1544919640954085377,KCPayTreeIt,,1717173953280504043,2023-10-25T17:12:18,232,,,1717227599259128073,1717173953280504043,132496568,NewYorkStateAG,,,,,reply,0,,,4,44,,@NewYorkStateAG Angry Giant (AG) can you point me towards your other public trials where you provide play by play analysis on social media for a trial in progress where the person you’re attacking is on a gag order? 🤡,en,NewYorkStateAG,,1698253938,1330,social media analysis,unknown,unknown
https://eventbrite.com/e/marketing-with-nodexl-social-media-network-analysis-with-a-few-clicks-tickets-719199163057?aff=ebdsshother&utm_experiment=control,,,761985198967914496,NodeXLAcademy,,1717248535370903875,2023-10-25T18:35:30,7,,,1717248535370903875,,,,,,,,post,1,,,0,2,,"This event will introduce the importance of social media in marketing & provide an overview of NodeXL Pro for the analysis of social media data!

Date: Fri, Oct 27 • 14:00 BST  

https://t.co/zqXwQnBxtT

#marketing #nodexl #smallbiz",en,,marketing--|--nodexl--|--smallbiz,1698258930,653,social media analysis,unknown,unknown
https://www.pewresearch.org/internet/2017/10/04/americans-attitudes-toward-driverless-vehicles/,,,1498032443147882497,MaddieSabato,,1717268100867903649,2023-10-25T19:53:15,2,,,1717268100867903649,,,,,,,,post,0,,,7,0,,"I chose Tesla for my Corporate social media analysis. Americans attitudes towards driverless vehicles is important for Tesla because self driving is its most popular feature. Most Americans are familiar with development of driverless vehicles. 
 #COMM267

https://t.co/KVPcez88n4",en,,comm267,1698263595,88,social media analysis,unknown,unknown
https://skillnet.countywexfordchamber.ie/courses/social-media-fest/,https://pbs.twimg.com/media/F9MzoquXYAA-Ixw.jpg,,1706284586055950336,SocialMediaIre,,1717271058267382073,2023-10-25T20:05:00,0,,,1717271058267382073,,,,,,,,post,0,,,0,0,,"As a business owner, if you're not careful social media can steal all of your time. It's fun & it's addictive.

At #SocialMediaFest @Spiderworking will show you how you can measure the impact of your #socialmedia without needing a degree in data analysis.

https://t.co/DleURbg9iW https://t.co/DZIdIWLHEp",en,Spiderworking,socialmedia--|--socialmediafest,1698264300,19,social media analysis,unknown,unknown
,,,1544919640954085377,KCPayTreeIt,,1717307306906406918,2023-10-26T01:01:28,960,,,1717345666312081798,1717307306906406918,132496568,NewYorkStateAG,,,,,reply,1,,,42,175,,@NewYorkStateAG Angry Giant (AG) giving her public video update on her ongoing “trial” against Trump. Can you point me towards your other public trials where you provide play by play analysis on social media for a trial in progress where the person you’re attacking is on a gag order? 🤡,en,NewYorkStateAG,,1698282088,5361,social media analysis,unknown,unknown
,,,1719137965,priyavprabhakar,,1717366138726924338,2023-10-26T02:22:49,21,,,1717366138726924338,,,,,,,,post,0,,,0,5,,"people are getting a step-by-step coverage of an actively unfurling genocide with live photo/video evidence, robust political analysis from decades of political education on palestine, & last dying words of palestinian martyrs on social media...and some choose to still deny it",en,,,1698286969,766,social media analysis,unknown,unknown
https://mainebeacon.com/wp-content/uploads/2022/03/MIAC-Shadow-Report.pdf,,,2316383071,RVAwonk,,1717388814698557749,2023-10-26T03:52:55,176,,,1717388814698557749,,,,,,,,quote,3,1717372423752888522,davidbegnaud,4,53,,"Just FYI: The Maine Information and Analysis Center (the source being cited here) has a very problematic reputation and has previously laundered conspiracy theories about paid protesters and antifa, based on unconfirmed social media posts. https://t.co/sCBUio0maV",en,,,1698292375,38329,social media analysis,unknown,unknown
,https://pbs.twimg.com/media/F9Vk1wpa0AAFE6u.jpg,,1700328958879993856,MstAkter94748,,1717389720425205907,2023-10-26T03:56:31,0,,,1717389720425205907,,,,,,,,post,0,,,0,0,,"Best Data Entry Service
Data Entry Copy-Paste Data Transfer to Excel/Word from Any File Format
Internet research covers a huge range of subjects.
Scraping and Data Collection from Any Website
Social Media Analysis
Entry of WordPress data
Entry of Shopify data
Automatic Typing https://t.co/uFPAEmdWL8",en,,,1698292591,33,social media analysis,unknown,unknown
,https://video.twimg.com/ext_tw_video/1717455593978335232/pu/vid/avc1/360x450/yZNOjjH2b_NOXCVE.mp4?tag=12,https://video.twimg.com/ext_tw_video/1717455593978335232/pu/vid/avc1/360x450/yZNOjjH2b_NOXCVE.mp4?tag=12,1397821775090794497,Daniyal550,,1717457849704423792,2023-10-26T08:27:14,16,,,1717457849704423792,,,,,,,,post,2,,,1,6,,"Fakhar e Alam: "" Few Players managers handling social media accounts who run agenda against ex players when they point out mistakes and do analysis of Pakistan team bad performance."" 👀

https://t.co/ViyePd1inK",en,,,1698308834,1791,social media analysis,unknown,unknown
,,,1365570314675965953,PulkitA30298377,,1717466146021289996,2023-10-26T09:00:12,5,,,1717466146021289996,,,,,,,,post,0,,,0,0,,"#Analysis 
Apar Industries
#APAR
Profit Margins down QoQ basis.
PBT 237cr vs 141cr, Q1 was 263cr
Here YoY growth very good but seems like growth topped out.
You can book ur profit
Note- Social Media posting strong result by Apar IND Don't Go on them.",en,,analysis--|--apar,1698310812,527,social media analysis,unknown,unknown
,https://pbs.twimg.com/media/F9XE352bkAAjhdp.jpg,,3175176974,eliasseoservice,,1717495305619513585,2023-10-26T10:56:05,0,,,1717495305619513585,,,,,,,,post,0,,,0,0,,"🔍✨ Master the Art of SEO Audit with Our Ultimate Checklist! 🔍✨

1️⃣ Keyword Analysis
2️⃣ On-Page SEO
3️⃣ Mobile-Friendliness
4️⃣ Site Speed
5️⃣ URL Structure
6️⃣ Internal & External Links
7️⃣ Content Quality
8️⃣ Images & Multimedia
9️⃣ Social Media Integration
🔟 Analytics Setup https://t.co/dltwAJeta4",en,,,1698317765,17,social media analysis,unknown,unknown
