attached_links_url,attached_medias_url,attached_videos,author_id,author_username,community_notes,conversation_id,created_time,favorite_count,geo_lat,geo_lon,id,in_reply_to_post_id,in_reply_to_profile_id,in_reply_to_profile_username,place_country_code,place_country_name,place_full_name,place_type,post_type,quote_count,quoted_status_id,quoted_status_profile_username,reply_count,retweet_count,source,text,text_lang,text_tagged_users,text_tags,timestamp,view_count,term,sentiment,tone
,,,1658460093858435087,EWELL_KEMMER,,1716272571757613201,2023-10-23T03:00:01,2,,,1716288336401404257,1716272571757613201,534563976,KirkDBorne,,,,,reply,0,,,0,0,,@KirkDBorne @LeadershipData Data science is crucial for businesses today. Understanding data mining and adopting a data-analytic thinking approach can drive success.,en,KirkDBorne--|--LeadershipData,,1698030001,194,data analytics,unknown,unknown
,,,1125920792661975040,tahanireesh,,1716272571757613201,2023-10-23T18:54:06,0,,,1716528441032315381,1716272571757613201,534563976,KirkDBorne,,,,,reply,0,,,0,0,,@KirkDBorne @LeadershipData Will read this,en,KirkDBorne--|--LeadershipData,,1698087246,56,data analytics,unknown,unknown
,,,1481571894952611841,Damn_coder,,1717056187374739550,2023-10-25T05:57:55,2,,,1717057882045522248,1717056187374739550,1430015840,Kanojiyaaakash1,,,,,reply,0,,,0,0,,@Kanojiyaaakash1 Thanks for sharing Aakash 💯,en,Kanojiyaaakash1,,1698213475,39,data analytics,unknown,unknown
,,,1616340148223987712,samuraipreneur,,1717056187374739550,2023-10-25T06:36:23,0,,,1717067563614527923,1717056187374739550,1430015840,Kanojiyaaakash1,,,,,reply,0,,,0,0,,"@Kanojiyaaakash1 Great roadmap!

Perfect resources with certifications👏🏼",en,Kanojiyaaakash1,,1698215783,7,data analytics,unknown,unknown
,,,241184215,sandydonald,,1717456374676750442,2023-10-26T09:20:12,0,,,1717471179504578615,1717456374676750442,1202923558739095552,OlamideTowobola,,,,,reply,0,,,0,0,,@OlamideTowobola Cybersecurity,en,OlamideTowobola,,1698312012,1,data analytics,unknown,unknown
,,,460584704,mayor_Mpa1,,1717456374676750442,2023-10-26T11:03:54,0,,,1717497273712521308,1717456374676750442,1202923558739095552,OlamideTowobola,,,,,reply,0,,,0,0,,@OlamideTowobola Cybersecurity,en,OlamideTowobola,,1698318234,3,data analytics,unknown,unknown
,,,951413700182732800,Anh_Corleone,,1717607319029125602,2023-10-27T16:35:55,1,,,1717943216601985141,1717607319029125602,1183724971161460737,AlaguvaE,,,,,reply,0,,,1,0,,@AlaguvaE @Rita_tyna @PromiseNonso_ Can you give me the dataset please?,en,AlaguvaE--|--PromiseNonso_--|--Rita_tyna,,1698424555,28,data analytics,unknown,unknown
,,,2178075812,gscemil38,,1717812014897090766,2023-10-27T12:05:30,0,,,1717875164237439453,1717812014897090766,1438148586055798796,PiBelimed,,,,,reply,0,,,0,0,,@PiBelimed pi = It is available for shopping on Amazon. I don't understand. Can someone who knows explain what this means?,en,PiBelimed,,1698408330,246,data analytics,unknown,unknown
,,,1539674496701026307,The_J0nathan,,1717938385224958357,2023-10-27T16:45:35,2,,,1717945648446607379,1717938385224958357,1441028358394023936,thatsweetfriend,,,,,reply,0,,,1,0,,@thatsweetfriend @TataCompanies @ezekiel_aleke @ayo_purity @thenaijacarguy Wow your dashboard is 🔥. Your colours are blending well and information is well detailed. Good job 👏🏽,en,TataCompanies--|--ayo_purity--|--ezekiel_aleke--|--thatsweetfriend--|--thenaijacarguy,,1698425135,68,data analytics,unknown,unknown
,,,1235517047297257474,benyuro_19,,1717938385224958357,2023-10-27T17:03:22,1,,,1717950124742123674,1717938385224958357,1441028358394023936,thatsweetfriend,,,,,reply,0,,,1,0,,"@thatsweetfriend @TataCompanies @ezekiel_aleke @ayo_purity @thenaijacarguy Well done 👏🏽a quick  observation, it’s not best practice to use axis and data labels together. It’s either one or the other . Regardless you did good",en,TataCompanies--|--ayo_purity--|--ezekiel_aleke--|--thatsweetfriend--|--thenaijacarguy,,1698426202,73,data analytics,unknown,unknown
,,,721743171760226304,cjayogu,,1717938385224958357,2023-10-27T17:49:10,0,,,1717961651863888215,1717938385224958357,1441028358394023936,thatsweetfriend,,,,,reply,0,,,1,0,,@thatsweetfriend @TataCompanies @ezekiel_aleke @ayo_purity @thenaijacarguy Can I get the chance too?,en,TataCompanies--|--ayo_purity--|--ezekiel_aleke--|--thatsweetfriend--|--thenaijacarguy,,1698428950,45,data analytics,unknown,unknown
,,,761499596421865472,iammanoah,,1717938385224958357,2023-10-27T18:46:07,0,,,1717975984102596725,1717938385224958357,1441028358394023936,thatsweetfriend,,,,,reply,0,,,1,0,,@thatsweetfriend @TataCompanies @ezekiel_aleke @ayo_purity @thenaijacarguy Congratulations 👏🎉,en,TataCompanies--|--ayo_purity--|--ezekiel_aleke--|--thatsweetfriend--|--thenaijacarguy,,1698432367,29,data analytics,unknown,unknown
,,,1686090236474851328,SMariazo,,1717938385224958357,2023-10-27T20:58:45,0,,,1718009362201837604,1717938385224958357,1441028358394023936,thatsweetfriend,,,,,reply,0,,,1,0,,@thatsweetfriend @TataCompanies @ezekiel_aleke @ayo_purity @thenaijacarguy Congrats dear🥰,en,TataCompanies--|--ayo_purity--|--ezekiel_aleke--|--thatsweetfriend--|--thenaijacarguy,,1698440325,24,data analytics,unknown,unknown
,,,1243550536613408772,ayo_purity,,1717938385224958357,2023-10-27T21:16:18,0,,,1718013778611056842,1717938385224958357,1441028358394023936,thatsweetfriend,,,,,reply,0,,,1,0,,@thatsweetfriend @TataCompanies @ezekiel_aleke @thenaijacarguy Congratulations Diana,en,TataCompanies--|--ezekiel_aleke--|--thatsweetfriend--|--thenaijacarguy,,1698441378,41,data analytics,unknown,unknown
,,,890877501018427394,eliteseniordev,,1718579601616629917,2023-10-29T10:46:27,42,,,1718580047261425929,1718579601616629917,621533,BBCPolitics,,,,,reply,0,,,9,3,,"@BBCPolitics @BBCWorld Ye sure, and I'm the Queen of England.  Palantir is shady af and they're probably mining our data for their own profit. No thanks, I'm not opting in to anything they offer.",en,BBCPolitics--|--BBCWorld,,1698576387,1494,data analytics,unknown,unknown
,,,1714177907437031424,max_maximumlife,,1718579601616629917,2023-10-29T10:53:09,3,,,1718581734424691054,1718579601616629917,621533,BBCPolitics,,,,,reply,0,,,5,0,,"@BBCPolitics @BBCWorld I wonder where Palantir will at in 10, 20 years from now.",en,BBCPolitics--|--BBCWorld,,1698576789,1401,data analytics,unknown,unknown
,,,122448174,BiancaJagger,,1718579601616629917,2023-10-29T11:01:59,6,,,1718583955899691430,1718579601616629917,621533,BBCPolitics,,,,,reply,0,,,1,0,,"@BBCPolitics 👉🏿NEVER believe anything Alex Karp says RT ""The way our product is set up, I don't have access to your data""

Palantir CEO Alex Karp says that his data analytics company ""wouldn't be able to"" sell NHS patient data on to 3rd parties, he believes people will opt in to data sharing",en,BBCPolitics,,1698577319,427,data analytics,unknown,unknown
,,,4503898222,Irritatedllama,,1718579601616629917,2023-10-29T11:07:00,17,,,1718585217668063348,1718579601616629917,621533,BBCPolitics,,,,,reply,0,,,0,4,,"@BBCPolitics @BBCWorld Palantir?
Do we get to actually inspect ""The way our product is set up"" or is it just ""Trust me bro""?
I wouldn't trust Peter Thiel to take out my rubbish!",en,BBCPolitics--|--BBCWorld,,1698577620,419,data analytics,unknown,unknown
,,,3179611404,mutantteenager,,1718579601616629917,2023-10-29T11:16:33,6,,,1718587622468264045,1718579601616629917,621533,BBCPolitics,,,,,reply,0,,,5,0,,"@BBCPolitics Palantir are really going to offer their ""product"" for free & not monetise patient data? Are they a charity?

Why we can't develop or recruit expertise internally into the NHS, I do not know. Show me a private sector intervention in public service that hasn't failed miserably.",en,BBCPolitics,,1698578193,320,data analytics,unknown,unknown
